Species name standardized against TPL,Taxonomic level,Phylogenetic Group General,Growth Form,Leaf type,Leaf area (mm2),Leaf area (n.o.),Nmass (mg/g),Nmass (n.o.),LMA (g/m2),LMA (n.o.),Plant height (m),Plant height (n.o.),Diaspore mass (mg),Diaspore mass (n.o.),SSD observed (mg/mm3),SSD (n.o.),LDMC (g/g),LDMC (n.o.),SSD imputed (mg/mm3),SSD combined (mg/mm3),Number of traits with values
Picramnia sellowii,species,Angiosperm,tree,broadleaved,9855.36,4,22.37,5,70.528,12,9.512,5,,,0.654,4,,,,0.654,5
Picramnia warmingiana,species,Angiosperm,tree,broadleaved,,,37.1,1,,,,,,,,,,,,,1
Picrasma chinensis,species,Angiosperm,tree,broadleaved,3000,2,23.598,2,37.35,2,10,2,,,,,,,,,4
Picrasma javanica,species,Angiosperm,tree,broadleaved,,,,,,,20,1,,,0.45,2,,,,0.45,2
Picrasma quassioides,species,Angiosperm,tree,broadleaved,,,27.285,2,52.812,2,10,3,,,,,,,,,3
Pilgerodendron uviferum,species,Gymnosperm,tree,scale-shaped,,,9.25,4,,,28.284,5,3.093,2,0.465,8,,,,0.465,4
Pimeleodendron griffithianum,species,Angiosperm,tree,broadleaved,7698.45,1,20.93,1,76.336,1,,,,,,,,,,,3
Pimelodendron amboinicum,species,Angiosperm,tree,broadleaved,,,,,105.374,2,,,,,0.506,6,,,,0.506,2
Pimelodendron griffithianum,species,Angiosperm,tree,broadleaved,4845.415,10,13.69,,123.762,,24.373,,,,,,,,,,4
Pimenta dioica,species,Angiosperm,tree,broadleaved,3019,1,13.6,2,139.082,2,8.66,2,,,0.905,1,,,,0.905,5
Pimenta racemosa,species,Angiosperm,tree,broadleaved,,,8.6,1,,,,,,,0.9,4,,,,0.9,2
Pinanga coronata,species,Angiosperm,tree,broadleaved,9050,1,,,,,20,2,,,,,,,,,2
Pinanga curranii,species,Angiosperm,tree,broadleaved,9050,1,,,,,25,1,,,,,,,,,2
Pinanga gracilis,species,Angiosperm,tree,broadleaved,7907.62,3,,,,,8.19,4,,,,,,,,,2
Pinus albicaulis,species,Gymnosperm,tree,needleleaved,,,10.35,1,242.163,2,16.699,28,144.234,25,0.42,2,,,,0.42,5
Pinus aristata,species,Gymnosperm,tree,needleleaved,31.5,,9.723,37,90.009,29,12.814,23,21.195,16,0.56,18,,,,0.56,6
Pinus arizonica,species,Gymnosperm,tree,needleleaved,,,,,,,,,26.56,1,,,,,,,1
Pinus armandii,species,Gymnosperm,tree,needleleaved,,,12.807,12,,,23.68,7,119.051,7,0.376,2,,,,0.37,4
Pinus attenuata,species,Gymnosperm,tree,needleleaved,,,,,,,11.292,9,13.921,14,,,,,,,2
Pinus ayacahuite,species,Gymnosperm,tree,needleleaved,,,,,,,,,116.172,2,,,,,,,1
Pinus balfouriana,species,Gymnosperm,tree,needleleaved,,,,,,,14.2,17,26.918,16,,,,,,,2
Pinus banksiana,species,Gymnosperm,tree,needleleaved,100,290,12.329,423,243.902,346,22.643,163,3.435,39,0.46,2,,,,0.46,6
Pinus brutia,species,Gymnosperm,tree,needleleaved,,,9.161,18,,,17.5,2,46.409,21,,,,,,,3
Pinus bungeana,species,Gymnosperm,tree,needleleaved,,,11.3,5,137.174,1,20,6,,,0.41,3,,,,0.41,4
Pinus canariensis,species,Gymnosperm,tree,needleleaved,120.99,54,9.73,8,68.823,50,31.749,21,103.479,13,0.61,2,,,,0.61,6
Pinus caribaea,species,Gymnosperm,tree,needleleaved,,,13.017,7,,,41.384,4,17.075,22,0.554,16,,,,0.554,4
Pinus cembra,species,Gymnosperm,tree,needleleaved,74.17,10,16.9,4,216.554,13,19.73,56,233.251,35,0.46,5,,,,0.46,6
Pinus cembroides,species,Gymnosperm,tree,needleleaved,18.25,40,,,139.04,40,10.467,15,307.335,15,,,,,,,4
Pinus clausa,species,Gymnosperm,tree,needleleaved,69.75,60,13.2,1,154.048,29,20.012,54,6.032,17,0.51,2,,,,0.51,6
Pinus contorta,species,Gymnosperm,tree,needleleaved,50,,11.314,89,266.867,16,21.373,61,4.236,66,0.43,6,,,,0.43,6
Pinus coulteri,species,Gymnosperm,tree,needleleaved,,,,,,,17.636,14,275.667,27,,,,,,,2
Pinus densata,species,Gymnosperm,tree,needleleaved,,,,,,,30,2,,,0.42,4,,,,0.42,2
Pinus densiflora,species,Gymnosperm,tree,needleleaved,75,,13.172,15,295.159,,36,11,9.397,14,0.41,4,,,,0.41,6
Pinus devoniana,species,Gymnosperm,tree,needleleaved,,,,,,,,,33.285,2,0.45,,,,,0.45,2
Pinus douglasiana,species,Gymnosperm,tree,needleleaved,,,,,,,,,19.23,1,0.45,2,,,,0.45,2
Pinus echinata,species,Gymnosperm,tree,needleleaved,,,11.794,6,,,34.431,18,14.144,23,0.54,3,,,,0.54,4
Pinus edulis,species,Gymnosperm,tree,needleleaved,125,2,11.317,15,408.163,29,11.909,35,234.155,21,0.57,24,,,,0.57,6
Pinus elliottii,species,Gymnosperm,tree,needleleaved,241.14,61,9.435,8,285.621,33,13.54,45,33.037,40,0.585,2,,,,0.585,6
Pinus engelmannii,species,Gymnosperm,tree,needleleaved,,,,,,,22.407,8,35.356,12,,,,,,,2
Pinus fenzeliana,species,Gymnosperm,tree,needleleaved,,,,,,,40,2,,,0.392,4,,,,0.392,2
Pinus flexilis,species,Gymnosperm,tree,needleleaved,220,42,11.2,5,366.3,50,16.571,25,105.508,37,0.42,4,,,,0.42,6
Pinus gerardiana,species,Gymnosperm,tree,needleleaved,,,,,,,25,4,343.224,8,,,,,,,2
Pinus glabra,species,Gymnosperm,tree,needleleaved,54,60,,,117.867,33,17.341,51,8.72,19,0.45,2,,,,0.45,5
Pinus greggii,species,Gymnosperm,tree,needleleaved,,,,,,,,,11.95,1,,,,,,,1
Pinus halepensis,species,Gymnosperm,tree,needleleaved,70.42,54,11.759,2261,228.815,875,17.659,40,19.772,34,0.604,6020,,,,0.604,6
Pinus hartwegii,species,Gymnosperm,tree,needleleaved,,,,,,,,,19.605,2,0.48,2,,,,0.48,2
Pinus heldreichii,species,Gymnosperm,tree,needleleaved,,,,,331.908,6,23.023,26,21.997,9,,,,,,,3
Pinus henryi,species,Gymnosperm,tree,,,,,,,,20,2,,,,,,,,,1
Pinus herrerae,species,Gymnosperm,tree,needleleaved,,,,,,,,,8.04,1,,,,,,,1
Pinus hwangshanensis,species,Gymnosperm,tree,needleleaved,,,,,,,,,,,0.45,2,,,,0.45,1
Pinus jeffreyi,species,Gymnosperm,tree,needleleaved,170.5,,11.531,7,329.789,10,52.966,22,124.495,33,0.383,3,,,,0.383,6
Pinus kesiya,species,Gymnosperm,tree,needleleaved,129.9,4,,,,,16.913,6,17.712,3,0.461,8,,,,0.461,4
Pinus kesiya var. langbianensis,variety or subspecies,Gymnosperm,tree,needleleaved,,,,,,,,,16.79,5,,,,,,,1
Pinus koraiensis,species,Gymnosperm,tree,needleleaved,89.12,2,13.639,17,91.511,6,31.072,12,480.101,9,0.37,2,,,,0.37,6
Pinus krempfii,species,Gymnosperm,tree,needleleaved,,,,,,,,,,,0.48,2,,,,0.48,1
Pinus lambertiana,species,Gymnosperm,tree,needleleaved,,,,,,,61.895,24,211.886,34,0.38,2,,,,0.38,3
Pinus latteri,species,Gymnosperm,tree,needleleaved,,,12.13,4,,,30,2,,,0.545,6,,,,0.545,3
Pinus lawsonii,species,Gymnosperm,tree,needleleaved,,,,,,,,,24.82,1,0.51,2,,,,0.51,2
Pinus leiophylla,species,Gymnosperm,tree,needleleaved,,,,,,,17.906,8,10.712,13,0.46,2,,,,0.46,3
Pinus leiophylla var. chihuahuana,variety or subspecies,Gymnosperm,tree,needleleaved,,,,,,,30,4,,,,,,,,,1
Pinus longaeva,species,Gymnosperm,tree,needleleaved,,,,,,,11.313,8,25,5,,,,,,,2
Pinus luchuensis,species,Gymnosperm,tree,needleleaved,,,,,,,20,2,,,,,,,,,1
Pinus massoniana,species,Gymnosperm,tree,needleleaved,79,2,10.11,94,143.171,6,30,7,13.55,1,0.478,16,,,,0.478,6
Pinus maximartinezii,species,Gymnosperm,tree,needleleaved,,,,,,,,,1269,1,,,,,,,1
Pinus maximinoi,species,Gymnosperm,tree,needleleaved,,,,,,,,,17,1,,,,,,,1
Pinus merkusii,species,Gymnosperm,tree,needleleaved,,,,,,,,,28.146,12,0.53,2,,,,0.53,2
Pinus monophylla,species,Gymnosperm,tree,needleleaved,64,,9.204,6,757.663,6,9.898,28,445.797,25,0.475,2,,,,0.475,6
Pinus montezumae,species,Gymnosperm,tree,needleleaved,,,,,,,,,26.14,1,,,,,,,1
Pinus monticola,species,Gymnosperm,tree,needleleaved,,,14.556,,172.77,,63.197,21,18.079,29,0.42,2,,,,0.42,5
Pinus morrisonicola,species,Gymnosperm,tree,,,,,,,,30,2,,,,,,,,,1
Pinus mugo,species,Gymnosperm,tree,needleleaved,,,11,2,322.664,,6.84,34,7.774,19,0.587,4,,,,0.587,5
Pinus muricata,species,Gymnosperm,tree,needleleaved,,,16.61,18,,,21.748,14,10.894,21,,,,,,,3
Pinus nigra,species,Gymnosperm,tree,needleleaved,110.94,14,10.216,1626,227.93,726,33.006,86,19.012,45,0.611,4968,,,,0.611,6
Pinus occidentalis,species,Gymnosperm,tree,needleleaved,,,,,,,,,18.73,1,,,,,,,1
Pinus oocarpa,species,Gymnosperm,tree,needleleaved,,,,,,,,,15.464,10,0.569,6,,,,0.569,2
Pinus palustris,species,Gymnosperm,tree,needleleaved,299.25,64,9.323,6,303.188,41,18.77,57,95.292,26,0.62,2,,,,0.62,6
Pinus parviflora,species,Gymnosperm,tree,needleleaved,,,,,,,8.963,10,96.151,9,,,,,,,2
Pinus patula,species,Gymnosperm,tree,needleleaved,,,16,1,82.169,3,,,8.618,15,0.425,6,,,,0.425,4
Pinus peuce,species,Gymnosperm,tree,needleleaved,,,,,,,24.98,17,44.09,8,,,,,,,2
Pinus pinaster,species,Gymnosperm,tree,needleleaved,253.8,90,10.125,211,411.373,111,21.792,5681,54.561,43,0.527,300,,,,0.527,6
Pinus pinea,species,Gymnosperm,tree,needleleaved,137.9,4,11.496,372,237.62,120,27.402,27,653.072,19,0.582,875,,,,0.582,6
Pinus ponderosa,species,Gymnosperm,tree,needleleaved,160,40,11.17,32,287.385,130,38.301,104,35.709,63,0.386,36,,,,0.386,6
Pinus pringlei,species,Gymnosperm,tree,needleleaved,,,,,,,,,17.51,1,,,,,,,1
Pinus pseudostrobus,species,Gymnosperm,tree,needleleaved,,,,,,,,,26.22,5,,,,,,,1
Pinus pumila,species,Gymnosperm,tree,needleleaved,,,13.386,7,,,10,1,45.91,7,,,,,,,3
Pinus pungens,species,Gymnosperm,tree,needleleaved,,,,,,,15.438,17,13.195,18,0.55,2,,,,0.55,3
Pinus quadrifolia,species,Gymnosperm,tree,needleleaved,,,,,,,7.071,6,440.153,11,,,,,,,2
Pinus radiata,species,Gymnosperm,tree,needleleaved,82.79,,13.313,149,190.289,135,26.313,25,30.842,29,0.47,40,,,,0.47,6
Pinus resinosa,species,Gymnosperm,tree,needleleaved,215.64,2,11.812,99,250.057,24,19.028,26,8.225,38,0.417,2,,,,0.417,6
Pinus rigida,species,Gymnosperm,tree,needleleaved,315,2,13.207,13,204.499,10,17.74,24,7.316,21,0.52,2,,,,0.52,6
Pinus roxburghii,species,Gymnosperm,tree,needleleaved,,,17.913,13,,,45,2,87.106,8,0.32,2,,,,0.32,4
Pinus sabiniana,species,Gymnosperm,tree,needleleaved,,,,,127.226,3,21.497,21,576.566,31,,,,,,,3
Pinus serotina,species,Gymnosperm,tree,needleleaved,630,2,8.704,17,278.552,7,25.783,15,8.301,18,0.58,2,,,,0.58,6
Pinus sibirica,species,Gymnosperm,tree,needleleaved,,,15.4,1,197.239,,36.593,3,222.563,11,,,,,,,4
Pinus strobiformis,species,Gymnosperm,tree,needleleaved,40.39,40,12.881,9,144.309,69,28.46,8,185.725,12,0.405,24,,,,0.405,6
Pinus strobus,species,Gymnosperm,tree,needleleaved,96.83,5,13.37,136,156.49,33,32.681,54,16.047,51,0.383,3,,,,0.383,6
Pinus sylvestris,species,Gymnosperm,tree,needleleaved,71.55,146,12.868,3663,209.676,1861,25.868,538,7.426,69,0.541,7552,,,,0.541,6
Pinus taeda,species,Gymnosperm,tree,needleleaved,154.91,102,10.466,89,184.761,341,21.229,71,26.042,27,0.5,3,,,,0.5,6
Pinus taiwanensis,species,Gymnosperm,tree,needleleaved,,,,,,,35,5,12.89,1,,,,,,,2
Pinus tecunumanii,species,Gymnosperm,tree,needleleaved,,,,,,,,,13.565,5,,,,,,,1
Pinus teocote,species,Gymnosperm,tree,needleleaved,,,,,,,,,6.95,1,,,,,,,1
Pinus thunbergii,species,Gymnosperm,tree,needleleaved,,,17.3,2,,,32.5,3,13.539,13,0.45,2,,,,0.45,4
Pinus torreyana,species,Gymnosperm,tree,needleleaved,,,,,,,12.651,9,925.104,13,,,,,,,2
Pinus tropicalis,species,Gymnosperm,tree,needleleaved,,,,,,,20,2,,,,,,,,,1
Pinus uncinata,species,Gymnosperm,tree,needleleaved,37.46,5,10.793,478,266.906,353,16.355,8,10.811,5,0.513,2038,,,,0.513,6
Pinus virginiana,species,Gymnosperm,tree,needleleaved,49.85,40,10.993,3,221.791,43,24.031,25,8.432,26,0.52,2,,,,0.52,6
Pinus wallichiana,species,Gymnosperm,tree,needleleaved,,,,,,,50,5,49.42,8,0.382,4,,,,0.382,3
Pinus wangii,species,Gymnosperm,tree,,,,,,,,20,2,,,,,,,,,1
Pinus yunnanensis,species,Gymnosperm,tree,needleleaved,,,7.564,7,,,,,,,0.497,8,,,,0.497,2
Piper aduncum,species,Angiosperm,tree,broadleaved,5155.82,13,,,25.94,1,9,11,,,,,,,,,3
Piper albert-smithii,species,Angiosperm,tree,,45753.8,2,24.98,2,47.068,2,,,,,,,,,,,3
Piper arboreum,species,Angiosperm,tree,broadleaved,8334.46,19,34.042,3,46.542,28,6.067,3,1.01,3,0.374,2,,,,0.374,6
Piper augustum,species,Angiosperm,tree,,26827.57,2,33.367,2,48.511,2,,,,,,,,,,,3
Piper bellidifolium,species,Angiosperm,tree,,32537.55,2,29.789,2,75.833,2,,,,,,,,,,,3
Piper bullatum,species,Angiosperm,tree,,24603.9,2,31.562,2,51.761,2,,,,,,,,,,,3
Piper crassinervium,species,Angiosperm,tree,,16269.7,2,28.737,2,35.675,2,,,,,,,,,,,3
Piper imperiale,species,Angiosperm,tree,broadleaved,,,,,,,8.25,1,,,,,,,,,1
Piper macrophyllum,species,Angiosperm,tree,,60203.8,2,39.318,2,35.137,2,,,,,,,,,,,3
Piper phytolaccifolium,species,Angiosperm,tree,broadleaved,,,,,,,,,6.23,4,,,,,,,1
Piper pubescens,species,Angiosperm,tree,,26772.5,2,45.259,2,38.576,2,,,,,,,,,,,3
Piper reticulatum,species,Angiosperm,tree,broadleaved,15555.39,34,26.732,4,54.902,64,10.394,3,3.768,4,0.316,7,,,,0.316,6
Piper sanctum,species,Angiosperm,tree,broadleaved,,,,,,,4,1,,,,,,,,,1
Piper tucumanum,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.45,2,,,,0.45,1
Piptadenia gonoacantha,species,Angiosperm,tree,broadleaved,,,34.886,23,,,,,42.28,11,0.688,8,,,,0.688,3
Piptadenia paniculata,species,Angiosperm,tree,broadleaved,,,37.852,4,61.443,1,15,1,,,,,,,,,3
Piptadenia pteroclada,species,Angiosperm,tree,broadleaved,12.95,3,44.938,2,58.687,2,25,1,,,,,,,,,4
Piptadenia viridiflora,species,Angiosperm,tree,broadleaved,,,,,,,,,33.43,6,0.85,4,,,,0.85,2
Piptadeniastrum africanum,species,Angiosperm,tree,broadleaved,,,13.9,,,,12,1,,,0.6,46,,,,0.6,3
Piptocarpha rotundifolia,species,Angiosperm,tree,broadleaved,,,19.7,2,160,4,,,,,0.65,2,,,,0.65,3
Piptocoma discolor,species,Angiosperm,tree,broadleaved,3625.16,,25.249,1,78.601,1,5.678,1,0.4,1,0.47,2,,,,0.47,6
Piranhea longipedunculata,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.913,6,,,,0.913,1
Piranhea trifoliata,species,Angiosperm,tree,broadleaved,,,,,,,,,55,7,,,,,,,1
Piscidia carthagenensis,species,Angiosperm,tree,broadleaved,675,,29.538,1,87.819,1,3.578,,64.52,6,0.719,3,,,,0.719,6
Piscidia grandifolia,species,Angiosperm,tree,broadleaved,,,,,,,,,92.247,12,,,,,,,1
Piscidia piscipula,species,Angiosperm,tree,broadleaved,,,,,,,15.24,1,,,,,,,,,1
Pisonia albida,species,Angiosperm,tree,broadleaved,,,21.78,2,,,9.14,2,,,,,,,,,2
Pisonia ambigua,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.41,,,,,0.41,1
Pisonia subcordata,species,Angiosperm,tree,broadleaved,,,15,1,,,,,14,5,0.5,2,,,,0.5,3
Pisonia zapallo,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.376,12,,,,0.376,1
Pistacia atlantica,species,Angiosperm,tree,broadleaved,,,,,143.062,2,10,3,68.789,8,,,,,,,3
Pistacia chinensis,species,Angiosperm,tree,broadleaved,,,22.237,8,77.34,10,19.852,9,63.164,8,0.718,6,,,,0.718,5
Pistacia chinensis subsp. integerrima,variety or subspecies,Angiosperm,tree,broadleaved,,,,,,,,,74.07,7,0.73,2,,,,0.73,2
Pistacia khinjuk,species,Angiosperm,tree,broadleaved,,,,,,,,,107.051,7,,,,,,,1
Pistacia mexicana,species,Angiosperm,tree,broadleaved,,,,,,,10.058,1,,,,,,,,,1
Pistacia vera,species,Angiosperm,tree,broadleaved,,,19.553,2,,,7,1,1176.25,8,,,,,,,3
Pittoniotis trichantha,species,Angiosperm,tree,broadleaved,12359.27,,19.485,,78.187,6,15,,8.145,1,0.605,2,,,,0.605,6
Pittosporum eugenioides,species,Angiosperm,tree,broadleaved,2198.19,8,,,84.235,8,7.658,8,7.139,17,,,,,,,4
Pittosporum ferrugineum,species,Angiosperm,tree,broadleaved,,,,,,,,,11.155,17,0.51,2,,,,0.51,2
Pittosporum tenuifolium,species,Angiosperm,tree,broadleaved,852.32,6,,,86.791,6,4.493,6,8.704,18,,,,,,,4
Placospermum coriaceum,species,Angiosperm,tree,broadleaved,4749.2,12,,,,,23.662,12,23.89,3,0.59,2,,,,0.59,4
Plagianthus regius,species,Angiosperm,tree,broadleaved,377.89,1,,,47.596,1,8,1,4.365,16,,,,,,,4
Planchonella firma,species,Angiosperm,tree,broadleaved,,,13.131,4,,,,,,,0.54,,,,,0.54,2
Planchonella grandifolia,species,Angiosperm,tree,,,,,,,,40,1,,,,,,,,,1
Planchonella obovata,species,Angiosperm,tree,broadleaved,,,,,,,26.4,2,,,0.785,6,,,,0.785,2
Planchonella pohlmaniana,species,Angiosperm,tree,broadleaved,,,,,,,,,235,4,0.671,8,,,,0.671,2
Planchonia andamanica,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.69,2,,,,0.69,1
Planchonia careya,species,Angiosperm,tree,broadleaved,4248.89,13,16.274,16,104.264,20,11.862,11,104.8,4,0.85,2,,,,0.85,6
Planchonia grandis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.72,2,,,,0.72,1
Planchonia papuana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.633,6,,,,0.633,1
Planchonia valida,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.64,2,,,,0.64,1
Planera aquatica,species,Angiosperm,tree,broadleaved,,,,,,,12.752,5,,,,,,,,,1
Platanus acerifolia,species,Angiosperm,tree,broadleaved,,,20,,,,33.019,9,4.22,3,0.537,8,,,,0.537,4
Platanus hispanica,species,Angiosperm,tree,,,,,,,,35,1,,,,,,,,,1
Platanus occidentalis,species,Angiosperm,tree,broadleaved,16935,2,17.006,10,50.306,12,32.955,24,2.853,23,0.427,8,,,,0.427,6
Platanus orientalis,species,Angiosperm,tree,broadleaved,,,20.1,2,132.1,3,30,9,3.836,10,0.48,3,,,,0.48,5
Platanus racemosa,species,Angiosperm,tree,broadleaved,,,,,,,22.86,3,2.986,6,,,,,,,2
Platanus wrightii,species,Angiosperm,tree,broadleaved,,,,,,,24.38,4,2.3,3,,,,,,,2
Platanus x hispanica,species,Angiosperm,tree,broadleaved,,,27.59,,,,24.383,,2.83,,0.655,,,,,0.655,4
Plathymenia foliolosa,species,Angiosperm,tree,broadleaved,,,32.5,1,,,,,,,,,,,,,1
Plathymenia reticulata,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.496,6,,,,0.496,1
Platonia insignis,species,Angiosperm,tree,broadleaved,6126.67,2,11.225,4,184.766,2,30,2,,,0.722,18,,,,0.722,5
Platycarya strobilacea,species,Angiosperm,tree,broadleaved,,,20.8,11,38.42,1,15.328,4,5.55,6,0.595,4,,,,0.595,5
Platycladus orientalis,species,Gymnosperm,tree,scale-shaped,3.56,7,15.561,3,219.618,7,13.286,11,18.825,12,0.547,8,,,,0.515,6
Platycyamus regnellii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.81,2,,,,0.81,1
Platylophus trifoliatus,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.48,2,,,,0.48,1
Platymiscium pinnatum,species,Angiosperm,tree,broadleaved,5750.16,27,28.65,6,61.128,53,33.24,7,242.513,30,0.73,26,,,,0.73,6
Platymiscium stipulare,species,Angiosperm,tree,broadleaved,6123.45,3,31.967,2,30.016,2,,,,,,,,,,,3
Platymiscium trinitatis,species,Angiosperm,tree,broadleaved,,,26.657,,,,,,,,0.852,14,,,,0.852,2
Platymiscium ulei,species,Angiosperm,tree,broadleaved,4880.44,1,48,,64.375,4,,,192,7,0.752,7,,,,0.752,5
Platymitra arborea,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.74,2,,,,0.74,1
Platypodium elegans,species,Angiosperm,tree,broadleaved,431.05,21,45.954,5,46.839,52,38.056,3,672.482,34,0.767,13,,,,0.767,6
Platypodium viride,species,Angiosperm,tree,broadleaved,,,,,,,25,1,,,,,,,,,1
Pleioceras orientale,species,Angiosperm,tree,broadleaved,,,,,,,6.325,2,,,,,,,,,1
Pleiogynium solandri,species,Angiosperm,tree,broadleaved,,,,,,,,,21,7,,,,,,,1
Pleiogynium timoriense,species,Angiosperm,tree,broadleaved,675,1,,,,,12,1,,,0.734,14,,,,0.734,3
Pleuranthodendron lindenii,species,Angiosperm,tree,broadleaved,4466.07,9,14.782,9,85.856,12,22.361,7,46,7,0.68,3,,,,0.68,6
Pleurostylia capensis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.71,2,,,,0.71,1
Pleurothyrium bifidum,species,Angiosperm,tree,broadleaved,22990.23,2,18.885,2,91.549,2,30,1,,,,,,,,,4
Pleurothyrium cuneifolium,species,Angiosperm,tree,broadleaved,18738.88,3,31.323,2,53.606,2,12,1,,,,,,,,,4
Pleurothyrium glabrifolium,species,Angiosperm,tree,broadleaved,16132.64,3,25.97,2,62.242,2,,,,,,,,,,,3
Pleurothyrium insigne,species,Angiosperm,tree,broadleaved,34702.98,3,18.423,2,78.055,2,,,,,,,,,,,3
Pleurothyrium intermedium,species,Angiosperm,tree,broadleaved,9500,1,,,,,,,,,,,,,,,1
Pleurothyrium parviflorum,species,Angiosperm,tree,broadleaved,7818.05,3,,,,,30,1,,,0.47,2,,,,0.47,3
Pleurothyrium poeppigii,species,Angiosperm,tree,broadleaved,30568.05,3,,,,,,,,,,,,,,,1
Pleurothyrium trianae,species,Angiosperm,tree,broadleaved,8026.81,3,,,,,35,1,,,,,,,,,2
Pleurothyrium vasquezii,species,Angiosperm,tree,broadleaved,14648.18,3,,,,,20,1,,,,,,,,,2
Pleurothyrium williamsii,species,Angiosperm,tree,broadleaved,37806.8,5,22.631,2,48.687,2,8,1,,,,,,,,,4
Plinia cauliflora,species,Angiosperm,tree,broadleaved,324.53,,21,,56.03,4,,,,,0.98,2,,,,0.98,4
Plumeria alba,species,Angiosperm,tree,broadleaved,,,14.399,4,,,,,24,7,0.8,2,,,,0.8,3
Plumeria obtusa,species,Angiosperm,tree,broadleaved,,,13.4,1,,,,,,,,,,,,,1
Plumeria rubra,species,Angiosperm,tree,broadleaved,,,25.394,3,,,5,1,36.73,6,0.5,2,,,,0.5,4
Podachaenium eminens,species,Angiosperm,tree,broadleaved,,,,,,,,,0.49,7,,,,,,,1
Podocarpus archboldii,species,Gymnosperm,tree,broadleaved,,,10.646,4,,,,,,,,,,,,,1
Podocarpus cunninghamii,species,Gymnosperm,tree,broadleaved,64.8,8,,,160.014,5,16.01,8,,,0.544,6,,,,0.548,4
Podocarpus elatus,species,Gymnosperm,tree,broadleaved,,,,,,,,,1457.254,2,0.48,2,,,,0.48,2
Podocarpus elongatus,species,Gymnosperm,tree,broadleaved,140.71,4,13.454,4,288.056,8,13,,,,,,,,,,4
Podocarpus grayae,species,Gymnosperm,tree,broadleaved,,,,,,,30,,,,0.47,4,,,,0.47,2
Podocarpus guatemalensis,species,Gymnosperm,tree,broadleaved,,,,,,,,,,,0.436,6,,,,0.436,1
Podocarpus henkelii,species,Gymnosperm,tree,broadleaved,,,,,,,,,3448,1,0.479,,,,,0.47,2
Podocarpus lambertii,species,Gymnosperm,tree,broadleaved,,,,,,,11.633,10,,,0.45,12,,,,0.45,2
Podocarpus latifolius,species,Gymnosperm,tree,broadleaved,624.02,4,11.325,4,259.478,8,30,1,256.41,1,0.437,2,,,,0.46,6
Podocarpus macrophyllus,species,Gymnosperm,tree,broadleaved,675,4,,,,,7.595,7,506.407,3,,,,,,,3
Podocarpus milanjianus,species,Gymnosperm,tree,broadleaved,,,,,,,35,2,,,0.5,,,,,0.5,2
Podocarpus neriifolius,species,Gymnosperm,tree,broadleaved,1378.76,2,10.699,9,,,25.693,2,1299,1,0.48,10,,,,0.453,5
Podocarpus nubigenus,species,Gymnosperm,tree,broadleaved,40,,8.307,11,202.237,11,25.92,9,401.07,7,0.482,3,,,,0.482,6
Podocarpus oleifolius,species,Gymnosperm,tree,broadleaved,,,,,83.264,1,35,,,,0.45,8,,,,0.45,3
Podocarpus parlatorei,species,Gymnosperm,tree,broadleaved,,,,,,,,,,,0.459,8,,,,0.459,1
Podocarpus rumphii,species,Gymnosperm,tree,broadleaved,,,,,,,,,,,0.455,4,,,,0.455,1
Podocarpus salicifolius,species,Gymnosperm,tree,broadleaved,,,,,195.313,1,,,,,,,,,,,1
Podocarpus salignus,species,Gymnosperm,tree,broadleaved,378,,10.008,11,170.995,17,20,5,,,,,,,,,4
Podocarpus totara,species,Gymnosperm,tree,broadleaved,78.29,13,,,147.736,13,4.661,13,20,1,0.41,2,,,,0.41,5
Podocarpus urbanii,species,Gymnosperm,tree,broadleaved,,,7.477,5,182.149,1,,,,,,,,,,,2
Poecilandra retusa,species,Angiosperm,tree,broadleaved,,,,,,,,,0.76,7,0.84,2,,,,0.84,2
Poecilanthe effusa,species,Angiosperm,tree,broadleaved,,,27.667,20,56.905,21,12,13,,,0.55,13,,,,0.55,4
Poecilanthe hostmannii,species,Angiosperm,tree,broadleaved,,,,,,,,,1416.732,8,0.602,6,,,,0.602,2
Poeciloneuron indicum,species,Angiosperm,tree,broadleaved,,,,,,,,,1000,8,0.9,2,,,,0.9,2
Poeciloneuron pauciflorum,species,Angiosperm,tree,broadleaved,,,,,,,,,2000,3,,,,,,,1
Poeppigia procera,species,Angiosperm,tree,broadleaved,,,30.01,3,31.309,3,26,3,,,0.68,5,,,,0.68,4
Poga oleosa,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.387,18,,,,0.387,1
Pogonophora schomburgkiana,species,Angiosperm,tree,broadleaved,4237.14,71,19.627,62,76.686,70,16.04,62,,,0.83,18,,,,0.83,5
